[     300ms] [WARNING] [BACKEND_API_RESPONSE] {status: null, ok: false, bodyCount: null, bodyCountPath: null, durationMs: 2682} @ http://localhost:5173/src/lib/api/backendClient.ts?t=1782499321627:208
[    2726ms] [LOG] [DATA_LAYER_QUERY_START] {name: /api/cockpit/inbox/thread-messages?thread_key=ct%3…443109&prospect_id=pros0_e96b2c69bde82ca0a59edf87, startedAt: 2717.7000000001863, transport: backend, url: /api/cockpit/inbox/thread-messages?thread_key=ct%3…443109&prospect_id=pros0_e96b2c69bde82ca0a59edf87, method: GET} @ http://localhost:5173/src/lib/data/dashboardDataLayer.ts:14
[    2727ms] [LOG] [BACKEND_API_CALL] {url: /api/cockpit/inbox/thread-messages?thread_key=ct%3…443109&prospect_id=pros0_e96b2c69bde82ca0a59edf87, path: /api/cockpit/inbox/thread-messages?thread_key=ct%3…443109&prospect_id=pros0_e96b2c69bde82ca0a59edf87, method: GET} @ http://localhost:5173/src/lib/api/backendClient.ts?t=1782499321627:190
[    2728ms] [LOG] [DATA_LAYER_QUERY_START] {name: /api/cockpit/inbox/live?filter=all&direction=all&c…out_mode=initial_boot&refresh_reason=initial_boot, startedAt: 2719.600000000559, transport: backend, url: /api/cockpit/inbox/live?filter=all&direction=all&c…out_mode=initial_boot&refresh_reason=initial_boot, method: GET} @ http://localhost:5173/src/lib/data/dashboardDataLayer.ts:14
[    2728ms] [LOG] [BACKEND_API_CALL] {url: /api/cockpit/inbox/live?filter=all&direction=all&c…out_mode=initial_boot&refresh_reason=initial_boot, path: /api/cockpit/inbox/live?filter=all&direction=all&c…out_mode=initial_boot&refresh_reason=initial_boot, method: GET} @ http://localhost:5173/src/lib/api/backendClient.ts?t=1782499321627:190
[    3674ms] [LOG] [CACHE_COMMIT_DONE] {name: dashboard_connection_state, durationMs: 0, source: dashboard_connection_state, connectionState: live, reason: subscribe_status} @ http://localhost:5173/src/lib/data/dashboardDataLayer.ts:63
[    3674ms] [LOG] [INBOX_REALTIME_STATUS] {status: SUBSCRIBED, normalizedStatus: connected, connectionState: live, fallbackMode: realtime} @ http://localhost:5173/src/modules/inbox/inbox.adapter.ts?t=1782501206375:1359
[    4831ms] [LOG] [BACKEND_API_RESPONSE] {status: 200, ok: true, bodyCount: 25, bodyCountPath: threads, durationMs: 2103} @ http://localhost:5173/src/lib/api/backendClient.ts?t=1782499321627:245
[    4831ms] [LOG] [DATA_LAYER_QUERY_DONE] {name: /api/cockpit/inbox/live?filter=all&direction=all&c…out_mode=initial_boot&refresh_reason=initial_boot, durationMs: 2103, transport: backend, status: 200, ok: true} @ http://localhost:5173/src/lib/data/dashboardDataLayer.ts:22
[    4831ms] [LOG] [INBOX_API_RESPONSE] {url: /api/cockpit/inbox/live?filter=all&direction=all&c…out_mode=initial_boot&refresh_reason=initial_boot, status: 200, ok: true, responseBodyCount: 25, responseBodyPath: threads} @ http://localhost:5173/src/lib/data/inboxData.ts?t=1782499321627:1433
[    4844ms] [LOG] [VIEW_MODEL_LOAD_DONE] {name: inbox_threads_view, durationMs: 2139, viewModel: inbox_threads_view, ok: true, view: all_messages} @ http://localhost:5173/src/lib/data/dashboardDataLayer.ts:33
[    4849ms] [LOG] [CACHE_COMMIT_DONE] {name: dashboard_threads, durationMs: 5, source: getInboxRowsForView, rows: 25, threads: 25} @ http://localhost:5173/src/lib/data/dashboardDataLayer.ts:63
[    4850ms] [LOG] [HYDRATION_PHASE_DONE] {name: thread_shell, durationMs: 2145, phase: thread_shell, view: all_messages, rows: 25} @ http://localhost:5173/src/lib/data/dashboardDataLayer.ts:50
[    4850ms] [LOG] [Inbox] live inbox success {threads: 25, counts: Object} @ http://localhost:5173/src/lib/data/inboxData.ts?t=1782499321627:1842
[    4850ms] [LOG] [Inbox] source endpoint /api/cockpit/inbox/live @ http://localhost:5173/src/lib/data/inboxData.ts?t=1782499321627:1851
[    4850ms] [LOG] [Inbox] raw sample {thread_key: +19012812981, seller_phone: +19012812981, canonical_e164: +19012812981, master_owner_id: mo_36f0a8b60d4ea762081338c9, property_id: 2124443109} @ http://localhost:5173/src/lib/data/inboxData.ts?t=1782499321627:1852
[    4850ms] [LOG] [Inbox] normalized sample {thread_key: +19012812981, seller_phone: +19012812981, canonical_e164: +19012812981, master_owner_id: mo_36f0a8b60d4ea762081338c9, property_id: 2124443109} @ http://localhost:5173/src/lib/data/inboxData.ts?t=1782499321627:1853
[    4850ms] [LOG] [Inbox] visible fields {ownerName: Anthony Polk & Wesley Arije, propertyAddress: 5502 Cottonwood Rd, Memphis, Tn 38115, latestMessageBody: STOP, status: cold, stage: not_contacted} @ http://localhost:5173/src/lib/data/inboxData.ts?t=1782499321627:1855
[    4851ms] [LOG] [InboxTiming] live_fetch_ms: 2145ms @ http://localhost:5173/src/lib/data/inboxData.ts?t=1782499321627:2302
[    4851ms] [LOG] [InboxTiming] lightweight_normalize_ms: 0ms (built-in) @ http://localhost:5173/src/lib/data/inboxData.ts?t=1782499321627:2303
[    4851ms] [LOG] [fetchInboxModel] using counts embedded in live response @ http://localhost:5173/src/lib/data/inboxData.ts?t=1782499321627:2380
[    4851ms] [LOG] [InboxTiming] total_fetch_model_ms: 2146ms @ http://localhost:5173/src/lib/data/inboxData.ts?t=1782499321627:2397
[    4853ms] [LOG] [dashboard boot] live inbox fetch success {filterKey: all_messages, count: 25} @ http://localhost:5173/src/modules/inbox/inbox.adapter.ts?t=1782501206375:311
[    4854ms] [LOG] [INBOX_COUNTS_APPROXIMATE_APPLIED] {bucketKey: all_messages, counts_source: visible_rows_approximate, count_preserved_reason: fallback_thread_source_visible_rows_approximate} @ http://localhost:5173/src/modules/inbox/inbox.adapter.ts?t=1782501206375:918
[    4854ms] [LOG] [useInboxData] refresh complete {bucketKey: all_messages, rowCount: 25, totalCount: 25, dataMode: live} @ http://localhost:5173/src/modules/inbox/inbox.adapter.ts?t=1782501206375:978
[    6259ms] [LOG] [BACKEND_API_RESPONSE] {status: 200, ok: true, bodyCount: 3, bodyCountPath: messages, durationMs: 3533} @ http://localhost:5173/src/lib/api/backendClient.ts?t=1782499321627:245
[    6259ms] [LOG] [DATA_LAYER_QUERY_DONE] {name: /api/cockpit/inbox/thread-messages?thread_key=ct%3…443109&prospect_id=pros0_e96b2c69bde82ca0a59edf87, durationMs: 3533, transport: backend, status: 200, ok: true} @ http://localhost:5173/src/lib/data/dashboardDataLayer.ts:22
[    6260ms] [LOG] [THREAD_MESSAGE_LOOKUP] {selected_thread_key: ct:property:2124443109|owner:mo_36f0a8b60d4ea762081338c9|phone:+19012812981, conversation_thread_id: ct:property:2124443109|owner:mo_36f0a8b60d4ea762081338c9|phone:+19012812981, canonical_e164: +19012812981, lookup_strategy_used: thread_key=canonical_e164+to_phone_number=canonica…hone+master_owner_id+from_phone+legacy_thread_key, message_count: 3} @ http://localhost:5173/src/lib/data/inboxData.ts?t=1782499321627:2886
[    6261ms] [LOG] [CACHE_COMMIT_DONE] {name: dashboard_messages, durationMs: 0, source: thread_messages, threadId: ct:property:2124443109|owner:mo_36f0a8b60d4ea762081338c9|phone:+19012812981, incoming: 3} @ http://localhost:5173/src/lib/data/dashboardDataLayer.ts:63
[    6261ms] [LOG] [HYDRATION_PHASE_DONE] {name: messages, durationMs: 3546, phase: messages, threadKey: ct:property:2124443109|owner:mo_36f0a8b60d4ea762081338c9|phone:+19012812981, messages: 3} @ http://localhost:5173/src/lib/data/dashboardDataLayer.ts:50
[    6262ms] [LOG] [MESSAGES_FETCH_DONE] ct:property:2124443109|owner:mo_36f0a8b60d4ea762081338c9|phone:+19012812981 3 3548ms @ http://localhost:5173/src/modules/inbox/InboxPage.tsx?t=1782501953534:1740
[    6262ms] [LOG] [MESSAGES_FETCH_SLOW] ct:property:2124443109|owner:mo_36f0a8b60d4ea762081338c9|phone:+19012812981 {durationMs: 3548, endpoint: /api/cockpit/inbox/thread-messages, status: completed} @ http://localhost:5173/src/modules/inbox/InboxPage.tsx?t=1782501953534:1742
[    6262ms] [LOG] [MESSAGES_COMMIT] ct:property:2124443109|owner:mo_36f0a8b60d4ea762081338c9|phone:+19012812981 3 @ http://localhost:5173/src/modules/inbox/InboxPage.tsx?t=1782501953534:1770
[    6263ms] [LOG] [THREAD_CONTEXT_DONE] {threadKey: +19012812981, propertyId: 2124443109, prospectId: pros0_e96b2c69bde82ca0a59edf87, masterOwnerId: null, coordsResolved: false} @ http://localhost:5173/src/modules/inbox/InboxPage.tsx?t=1782501953534:1827
[    6263ms] [LOG] [THREAD_CONTEXT_COMMIT] +19012812981 @ http://localhost:5173/src/modules/inbox/InboxPage.tsx?t=1782501953534:1836
[    6279ms] [LOG] [DATA_LAYER_QUERY_START] {name: /api/cockpit/properties/24554327/subject?thread_key=%2B19012812981, startedAt: 6270.4000000003725, transport: backend, url: /api/cockpit/properties/24554327/subject?thread_key=%2B19012812981, method: GET} @ http://localhost:5173/src/lib/data/dashboardDataLayer.ts:14
[    6279ms] [LOG] [BACKEND_API_CALL] {url: /api/cockpit/properties/24554327/subject?thread_key=%2B19012812981, path: /api/cockpit/properties/24554327/subject?thread_key=%2B19012812981, method: GET} @ http://localhost:5173/src/lib/api/backendClient.ts?t=1782499321627:190
[    6281ms] [LOG] [DATA_LAYER_QUERY_START] {name: /api/cockpit/properties/24554327/comp-intelligence…12981&master_owner_id=mo_36f0a8b60d4ea762081338c9, startedAt: 6272.600000000559, transport: backend, url: /api/cockpit/properties/24554327/comp-intelligence…12981&master_owner_id=mo_36f0a8b60d4ea762081338c9, method: GET} @ http://localhost:5173/src/lib/data/dashboardDataLayer.ts:14
[    6282ms] [LOG] [BACKEND_API_CALL] {url: /api/cockpit/properties/24554327/comp-intelligence…12981&master_owner_id=mo_36f0a8b60d4ea762081338c9, path: /api/cockpit/properties/24554327/comp-intelligence…12981&master_owner_id=mo_36f0a8b60d4ea762081338c9, method: GET} @ http://localhost:5173/src/lib/api/backendClient.ts?t=1782499321627:190
[    6865ms] [LOG] [BACKEND_API_RESPONSE] {status: 200, ok: true, bodyCount: null, bodyCountPath: null, durationMs: 586} @ http://localhost:5173/src/lib/api/backendClient.ts?t=1782499321627:245
[    6865ms] [LOG] [DATA_LAYER_QUERY_DONE] {name: /api/cockpit/properties/24554327/subject?thread_key=%2B19012812981, durationMs: 586, transport: backend, status: 200, ok: true} @ http://localhost:5173/src/lib/data/dashboardDataLayer.ts:22
[    8937ms] [LOG] [DATA_LAYER_QUERY_START] {name: /api/cockpit/queue/control, startedAt: 8928.100000000559, transport: backend, url: /api/cockpit/queue/control, method: GET} @ http://localhost:5173/src/lib/data/dashboardDataLayer.ts:14
[    8937ms] [LOG] [BACKEND_API_CALL] {url: /api/cockpit/queue/control, path: /api/cockpit/queue/control, method: GET} @ http://localhost:5173/src/lib/api/backendClient.ts?t=1782499321627:190
[    8938ms] [LOG] [DATA_LAYER_QUERY_START] {name: /api/cockpit/queue/processor-health, startedAt: 8929.900000000373, transport: backend, url: /api/cockpit/queue/processor-health, method: GET} @ http://localhost:5173/src/lib/data/dashboardDataLayer.ts:14
[    8939ms] [LOG] [BACKEND_API_CALL] {url: /api/cockpit/queue/processor-health, path: /api/cockpit/queue/processor-health, method: GET} @ http://localhost:5173/src/lib/api/backendClient.ts?t=1782499321627:190
[    9190ms] [LOG] [BACKEND_API_RESPONSE] {status: 200, ok: true, bodyCount: null, bodyCountPath: null, durationMs: 2909} @ http://localhost:5173/src/lib/api/backendClient.ts?t=1782499321627:245
[    9190ms] [LOG] [DATA_LAYER_QUERY_DONE] {name: /api/cockpit/properties/24554327/comp-intelligence…12981&master_owner_id=mo_36f0a8b60d4ea762081338c9, durationMs: 2909, transport: backend, status: 200, ok: true} @ http://localhost:5173/src/lib/data/dashboardDataLayer.ts:22
[    9623ms] [LOG] [BACKEND_API_RESPONSE] {status: 200, ok: true, bodyCount: null, bodyCountPath: null, durationMs: 685} @ http://localhost:5173/src/lib/api/backendClient.ts?t=1782499321627:245
[    9623ms] [LOG] [DATA_LAYER_QUERY_DONE] {name: /api/cockpit/queue/processor-health, durationMs: 685, transport: backend, status: 200, ok: true} @ http://localhost:5173/src/lib/data/dashboardDataLayer.ts:22
[    9803ms] [LOG] [BACKEND_API_RESPONSE] {status: 200, ok: true, bodyCount: null, bodyCountPath: null, durationMs: 866} @ http://localhost:5173/src/lib/api/backendClient.ts?t=1782499321627:245
[    9803ms] [LOG] [DATA_LAYER_QUERY_DONE] {name: /api/cockpit/queue/control, durationMs: 866, transport: backend, status: 200, ok: true} @ http://localhost:5173/src/lib/data/dashboardDataLayer.ts:22
[   10939ms] [LOG] [DATA_LAYER_QUERY_START] {name: /api/cockpit/templates/list?limit=800&includeInactive=true, startedAt: 10930.600000000559, transport: backend, url: /api/cockpit/templates/list?limit=800&includeInactive=true, method: GET} @ http://localhost:5173/src/lib/data/dashboardDataLayer.ts:14
[   10940ms] [LOG] [BACKEND_API_CALL] {url: /api/cockpit/templates/list?limit=800&includeInactive=true, path: /api/cockpit/templates/list?limit=800&includeInactive=true, method: GET} @ http://localhost:5173/src/lib/api/backendClient.ts?t=1782499321627:190
[   10941ms] [LOG] [DATA_LAYER_QUERY_START] {name: /api/cockpit/queue/page?page=0&pageSize=25&status=all&dateBasis=created_at, startedAt: 10932.400000000373, transport: backend, url: /api/cockpit/queue/page?page=0&pageSize=25&status=all&dateBasis=created_at, method: GET} @ http://localhost:5173/src/lib/data/dashboardDataLayer.ts:14
[   10941ms] [LOG] [BACKEND_API_CALL] {url: /api/cockpit/queue/page?page=0&pageSize=25&status=all&dateBasis=created_at, path: /api/cockpit/queue/page?page=0&pageSize=25&status=all&dateBasis=created_at, method: GET} @ http://localhost:5173/src/lib/api/backendClient.ts?t=1782499321627:190
[   11399ms] [LOG] [BACKEND_API_RESPONSE] {status: 200, ok: true, bodyCount: 500, bodyCountPath: total, durationMs: 459} @ http://localhost:5173/src/lib/api/backendClient.ts?t=1782499321627:245
[   11399ms] [LOG] [DATA_LAYER_QUERY_DONE] {name: /api/cockpit/templates/list?limit=800&includeInactive=true, durationMs: 460, transport: backend, status: 200, ok: true} @ http://localhost:5173/src/lib/data/dashboardDataLayer.ts:22
[   11399ms] [LOG] [templateData] sms_templates schema sample keys [id, template_id, is_active, use_case, stage_code, language, template_body, updated_at] @ http://localhost:5173/src/lib/data/templateData.ts?t=1782499321627:138
[   12076ms] [LOG] [BACKEND_API_RESPONSE] {status: 200, ok: true, bodyCount: 25, bodyCountPath: items, durationMs: 1136} @ http://localhost:5173/src/lib/api/backendClient.ts?t=1782499321627:245
[   12077ms] [LOG] [DATA_LAYER_QUERY_DONE] {name: /api/cockpit/queue/page?page=0&pageSize=25&status=all&dateBasis=created_at, durationMs: 1136, transport: backend, status: 200, ok: true} @ http://localhost:5173/src/lib/data/dashboardDataLayer.ts:22
[   12183ms] [ERROR] Failed to load resource: the server responded with a status of 400 () @ https://lcppdrmrdfblstpcbgpf.supabase.co/rest/v1/textgrid_numbers?select=number%2Cphone_number%2Cmarket%2Csender_market%2Cstatus%2Cstate%2Cpaused%2Cis_paused%2Cactive%2Cis_active:0
[   38940ms] [LOG] [DATA_LAYER_QUERY_START] {name: /api/cockpit/queue/processor-health, startedAt: 38931.40000000037, transport: backend, url: /api/cockpit/queue/processor-health, method: GET} @ http://localhost:5173/src/lib/data/dashboardDataLayer.ts:14
[   38940ms] [LOG] [BACKEND_API_CALL] {url: /api/cockpit/queue/processor-health, path: /api/cockpit/queue/processor-health, method: GET} @ http://localhost:5173/src/lib/api/backendClient.ts?t=1782499321627:190
[   39897ms] [LOG] [BACKEND_API_RESPONSE] {status: 200, ok: true, bodyCount: null, bodyCountPath: null, durationMs: 957} @ http://localhost:5173/src/lib/api/backendClient.ts?t=1782499321627:245
[   39897ms] [LOG] [DATA_LAYER_QUERY_DONE] {name: /api/cockpit/queue/processor-health, durationMs: 957, transport: backend, status: 200, ok: true} @ http://localhost:5173/src/lib/data/dashboardDataLayer.ts:22
[   55941ms] [LOG] [DATA_LAYER_QUERY_START] {name: /api/cockpit/queue/page?page=0&pageSize=25&status=all&dateBasis=created_at, startedAt: 55932, transport: backend, url: /api/cockpit/queue/page?page=0&pageSize=25&status=all&dateBasis=created_at, method: GET} @ http://localhost:5173/src/lib/data/dashboardDataLayer.ts:14
[   55941ms] [LOG] [BACKEND_API_CALL] {url: /api/cockpit/queue/page?page=0&pageSize=25&status=all&dateBasis=created_at, path: /api/cockpit/queue/page?page=0&pageSize=25&status=all&dateBasis=created_at, method: GET} @ http://localhost:5173/src/lib/api/backendClient.ts?t=1782499321627:190
[   57501ms] [LOG] [BACKEND_API_RESPONSE] {status: 200, ok: true, bodyCount: 25, bodyCountPath: items, durationMs: 1561} @ http://localhost:5173/src/lib/api/backendClient.ts?t=1782499321627:245
[   57502ms] [LOG] [DATA_LAYER_QUERY_DONE] {name: /api/cockpit/queue/page?page=0&pageSize=25&status=all&dateBasis=created_at, durationMs: 1561, transport: backend, status: 200, ok: true} @ http://localhost:5173/src/lib/data/dashboardDataLayer.ts:22
[   57665ms] [ERROR] Failed to load resource: the server responded with a status of 400 () @ https://lcppdrmrdfblstpcbgpf.supabase.co/rest/v1/textgrid_numbers?select=number%2Cphone_number%2Cmarket%2Csender_market%2Cstatus%2Cstate%2Cpaused%2Cis_paused%2Cactive%2Cis_active:0
[   68939ms] [LOG] [DATA_LAYER_QUERY_START] {name: /api/cockpit/queue/processor-health, startedAt: 68930.5, transport: backend, url: /api/cockpit/queue/processor-health, method: GET} @ http://localhost:5173/src/lib/data/dashboardDataLayer.ts:14
[   68940ms] [LOG] [BACKEND_API_CALL] {url: /api/cockpit/queue/processor-health, path: /api/cockpit/queue/processor-health, method: GET} @ http://localhost:5173/src/lib/api/backendClient.ts?t=1782499321627:190
[   69451ms] [LOG] [BACKEND_API_RESPONSE] {status: 200, ok: true, bodyCount: null, bodyCountPath: null, durationMs: 512} @ http://localhost:5173/src/lib/api/backendClient.ts?t=1782499321627:245
[   69451ms] [LOG] [DATA_LAYER_QUERY_DONE] {name: /api/cockpit/queue/processor-health, durationMs: 512, transport: backend, status: 200, ok: true} @ http://localhost:5173/src/lib/data/dashboardDataLayer.ts:22
[   98940ms] [LOG] [DATA_LAYER_QUERY_START] {name: /api/cockpit/queue/processor-health, startedAt: 98931, transport: backend, url: /api/cockpit/queue/processor-health, method: GET} @ http://localhost:5173/src/lib/data/dashboardDataLayer.ts:14
[   98940ms] [LOG] [BACKEND_API_CALL] {url: /api/cockpit/queue/processor-health, path: /api/cockpit/queue/processor-health, method: GET} @ http://localhost:5173/src/lib/api/backendClient.ts?t=1782499321627:190
[   99588ms] [LOG] [BACKEND_API_RESPONSE] {status: 200, ok: true, bodyCount: null, bodyCountPath: null, durationMs: 649} @ http://localhost:5173/src/lib/api/backendClient.ts?t=1782499321627:245
[   99589ms] [LOG] [DATA_LAYER_QUERY_DONE] {name: /api/cockpit/queue/processor-health, durationMs: 649, transport: backend, status: 200, ok: true} @ http://localhost:5173/src/lib/data/dashboardDataLayer.ts:22
[  100940ms] [LOG] [DATA_LAYER_QUERY_START] {name: /api/cockpit/templates/list?limit=800&includeInactive=true, startedAt: 100931.5, transport: backend, url: /api/cockpit/templates/list?limit=800&includeInactive=true, method: GET} @ http://localhost:5173/src/lib/data/dashboardDataLayer.ts:14
[  100940ms] [LOG] [BACKEND_API_CALL] {url: /api/cockpit/templates/list?limit=800&includeInactive=true, path: /api/cockpit/templates/list?limit=800&includeInactive=true, method: GET} @ http://localhost:5173/src/lib/api/backendClient.ts?t=1782499321627:190
[  100941ms] [LOG] [DATA_LAYER_QUERY_START] {name: /api/cockpit/queue/page?page=0&pageSize=25&status=all&dateBasis=created_at, startedAt: 100932.80000000075, transport: backend, url: /api/cockpit/queue/page?page=0&pageSize=25&status=all&dateBasis=created_at, method: GET} @ http://localhost:5173/src/lib/data/dashboardDataLayer.ts:14
[  100942ms] [LOG] [BACKEND_API_CALL] {url: /api/cockpit/queue/page?page=0&pageSize=25&status=all&dateBasis=created_at, path: /api/cockpit/queue/page?page=0&pageSize=25&status=all&dateBasis=created_at, method: GET} @ http://localhost:5173/src/lib/api/backendClient.ts?t=1782499321627:190
[  101407ms] [LOG] [BACKEND_API_RESPONSE] {status: 200, ok: true, bodyCount: 500, bodyCountPath: total, durationMs: 467} @ http://localhost:5173/src/lib/api/backendClient.ts?t=1782499321627:245
[  101408ms] [LOG] [DATA_LAYER_QUERY_DONE] {name: /api/cockpit/templates/list?limit=800&includeInactive=true, durationMs: 468, transport: backend, status: 200, ok: true} @ http://localhost:5173/src/lib/data/dashboardDataLayer.ts:22
[  102212ms] [LOG] [BACKEND_API_RESPONSE] {status: 200, ok: true, bodyCount: 25, bodyCountPath: items, durationMs: 1271} @ http://localhost:5173/src/lib/api/backendClient.ts?t=1782499321627:245
[  102212ms] [LOG] [DATA_LAYER_QUERY_DONE] {name: /api/cockpit/queue/page?page=0&pageSize=25&status=all&dateBasis=created_at, durationMs: 1271, transport: backend, status: 200, ok: true} @ http://localhost:5173/src/lib/data/dashboardDataLayer.ts:22
[  102339ms] [ERROR] Failed to load resource: the server responded with a status of 400 () @ https://lcppdrmrdfblstpcbgpf.supabase.co/rest/v1/textgrid_numbers?select=number%2Cphone_number%2Cmarket%2Csender_market%2Cstatus%2Cstate%2Cpaused%2Cis_paused%2Cactive%2Cis_active:0
[  128940ms] [LOG] [DATA_LAYER_QUERY_START] {name: /api/cockpit/queue/processor-health, startedAt: 128931.30000000075, transport: backend, url: /api/cockpit/queue/processor-health, method: GET} @ http://localhost:5173/src/lib/data/dashboardDataLayer.ts:14
[  128940ms] [LOG] [BACKEND_API_CALL] {url: /api/cockpit/queue/processor-health, path: /api/cockpit/queue/processor-health, method: GET} @ http://localhost:5173/src/lib/api/backendClient.ts?t=1782499321627:190
[  129302ms] [LOG] [BACKEND_API_RESPONSE] {status: 200, ok: true, bodyCount: null, bodyCountPath: null, durationMs: 363} @ http://localhost:5173/src/lib/api/backendClient.ts?t=1782499321627:245
[  129303ms] [LOG] [DATA_LAYER_QUERY_DONE] {name: /api/cockpit/queue/processor-health, durationMs: 363, transport: backend, status: 200, ok: true} @ http://localhost:5173/src/lib/data/dashboardDataLayer.ts:22
[  145941ms] [LOG] [DATA_LAYER_QUERY_START] {name: /api/cockpit/queue/page?page=0&pageSize=25&status=all&dateBasis=created_at, startedAt: 145932.10000000056, transport: backend, url: /api/cockpit/queue/page?page=0&pageSize=25&status=all&dateBasis=created_at, method: GET} @ http://localhost:5173/src/lib/data/dashboardDataLayer.ts:14
[  145941ms] [LOG] [BACKEND_API_CALL] {url: /api/cockpit/queue/page?page=0&pageSize=25&status=all&dateBasis=created_at, path: /api/cockpit/queue/page?page=0&pageSize=25&status=all&dateBasis=created_at, method: GET} @ http://localhost:5173/src/lib/api/backendClient.ts?t=1782499321627:190
[  147313ms] [LOG] [BACKEND_API_RESPONSE] {status: 200, ok: true, bodyCount: 25, bodyCountPath: items, durationMs: 1372} @ http://localhost:5173/src/lib/api/backendClient.ts?t=1782499321627:245
[  147313ms] [LOG] [DATA_LAYER_QUERY_DONE] {name: /api/cockpit/queue/page?page=0&pageSize=25&status=all&dateBasis=created_at, durationMs: 1372, transport: backend, status: 200, ok: true} @ http://localhost:5173/src/lib/data/dashboardDataLayer.ts:22
[  147449ms] [ERROR] Failed to load resource: the server responded with a status of 400 () @ https://lcppdrmrdfblstpcbgpf.supabase.co/rest/v1/textgrid_numbers?select=number%2Cphone_number%2Cmarket%2Csender_market%2Cstatus%2Cstate%2Cpaused%2Cis_paused%2Cactive%2Cis_active:0
[  158940ms] [LOG] [DATA_LAYER_QUERY_START] {name: /api/cockpit/queue/processor-health, startedAt: 158931.80000000075, transport: backend, url: /api/cockpit/queue/processor-health, method: GET} @ http://localhost:5173/src/lib/data/dashboardDataLayer.ts:14
[  158941ms] [LOG] [BACKEND_API_CALL] {url: /api/cockpit/queue/processor-health, path: /api/cockpit/queue/processor-health, method: GET} @ http://localhost:5173/src/lib/api/backendClient.ts?t=1782499321627:190
[  159504ms] [LOG] [BACKEND_API_RESPONSE] {status: 200, ok: true, bodyCount: null, bodyCountPath: null, durationMs: 563} @ http://localhost:5173/src/lib/api/backendClient.ts?t=1782499321627:245
[  159504ms] [LOG] [DATA_LAYER_QUERY_DONE] {name: /api/cockpit/queue/processor-health, durationMs: 563, transport: backend, status: 200, ok: true} @ http://localhost:5173/src/lib/data/dashboardDataLayer.ts:22
[  188941ms] [LOG] [DATA_LAYER_QUERY_START] {name: /api/cockpit/queue/processor-health, startedAt: 188932.2000000002, transport: backend, url: /api/cockpit/queue/processor-health, method: GET} @ http://localhost:5173/src/lib/data/dashboardDataLayer.ts:14
[  188941ms] [LOG] [BACKEND_API_CALL] {url: /api/cockpit/queue/processor-health, path: /api/cockpit/queue/processor-health, method: GET} @ http://localhost:5173/src/lib/api/backendClient.ts?t=1782499321627:190
[  189394ms] [LOG] [BACKEND_API_RESPONSE] {status: 200, ok: true, bodyCount: null, bodyCountPath: null, durationMs: 453} @ http://localhost:5173/src/lib/api/backendClient.ts?t=1782499321627:245
[  189394ms] [LOG] [DATA_LAYER_QUERY_DONE] {name: /api/cockpit/queue/processor-health, durationMs: 454, transport: backend, status: 200, ok: true} @ http://localhost:5173/src/lib/data/dashboardDataLayer.ts:22
